Total states: 9901
Time      Preys     Predators   H         
------------------------------------------
6.69      0.0355636 0.141714    3.52725   
6.7       0.0357658 0.140844    3.52727   
6.71      0.0359693 0.13998     3.52729   
6.72      0.0361742 0.139121    3.52732   
6.73      0.0363805 0.138267    3.52734   
6.74      0.0365883 0.137418    3.52736   
6.75      0.0367975 0.136575    3.52738   
6.76      0.0370081 0.135737    3.52741   
6.77      0.0372201 0.134905    3.52743   
6.78      0.0374337 0.134077    3.52745   
6.79      0.0376486 0.133255    3.52748   
6.8       0.0378651 0.132437    3.5275    
6.81      0.038083  0.131625    3.52752   
6.82      0.0383025 0.130818    3.52755   
6.83      0.0385234 0.130016    3.52757   
6.84      0.0387459 0.129219    3.52759   
6.85      0.0389699 0.128427    3.52762   
6.86      0.0391954 0.12764     3.52764   
6.87      0.0394225 0.126857    3.52766   
6.88      0.0396511 0.12608     3.52768   
6.89      0.0398813 0.125307    3.52771   
6.9       0.040113  0.12454     3.52773   
6.91      0.0403464 0.123777    3.52775   
6.92      0.0405813 0.123019    3.52778   
6.93      0.0408179 0.122265    3.5278    
6.94      0.041056  0.121516    3.52782   
6.95      0.0412958 0.120772    3.52785   
6.96      0.0415373 0.120033    3.52787   
6.97      0.0417804 0.119298    3.52789   
6.98      0.0420251 0.118568    3.52792   
6.99      0.0422715 0.117842    3.52794   
7         0.0425197 0.117121    3.52797   
7.01      0.0427695 0.116404    3.52799   
7.02      0.043021  0.115692    3.52801   
7.03      0.0432742 0.114984    3.52804   
7.04      0.0435291 0.11428     3.52806   
7.05      0.0437858 0.113581    3.52808   
7.06      0.0440443 0.112887    3.52811   
7.07      0.0443045 0.112196    3.52813   
7.08      0.0445665 0.11151     3.52815   
7.09      0.0448303 0.110829    3.52818   
7.1       0.0450958 0.110151    3.5282    
7.11      0.0453632 0.109478    3.52822   
7.12      0.0456324 0.108809    3.52825   
7.13      0.0459035 0.108144    3.52827   
7.14      0.0461763 0.107483    3.5283    
7.15      0.0464511 0.106826    3.52832   
7.16      0.0467277 0.106174    3.52834   
7.17      0.0470062 0.105525    3.52837   
7.18      0.0472866 0.104881    3.52839   
7.19      0.0475689 0.10424     3.52841   
7.2       0.0478532 0.103604    3.52844   
7.21      0.0481393 0.102972    3.52846   
7.22      0.0484274 0.102343    3.52849   
7.23      0.0487175 0.101718    3.52851   
7.24      0.0490096 0.101098    3.52853   
7.25      0.0493036 0.100481    3.52856   
7.26      0.0495996 0.0998679   3.52858   
7.27      0.0498977 0.0992587   3.5286    
7.28      0.0501978 0.0986533   3.52863   
7.29      0.0504999 0.0980517   3.52865   
7.3       0.0508041 0.0974539   3.52868   
7.31      0.0511103 0.0968597   3.5287    
7.32      0.0514186 0.0962693   3.52872   
7.33      0.0517291 0.0956826   3.52875   
7.34      0.0520416 0.0950995   3.52877   
7.35      0.0523563 0.0945201   3.5288    
7.36      0.0526731 0.0939442   3.52882   
7.37      0.052992  0.093372    3.52884   
7.38      0.0533131 0.0928033   3.52887   
7.39      0.0536364 0.0922382   3.52889   
7.4       0.0539619 0.0916766   3.52892   
7.41      0.0542896 0.0911185   3.52894   
7.42      0.0546196 0.0905639   3.52896   
7.43      0.0549517 0.0900127   3.52899   
7.44      0.0552862 0.089465    3.52901   
7.45      0.0556229 0.0889207   3.52904   
7.46      0.0559618 0.0883798   3.52906   
7.47      0.0563031 0.0878422   3.52909   
7.48      0.0566467 0.087308    3.52911   
7.49      0.0569927 0.0867772   3.52913   
7.5       0.057341  0.0862496   3.52916   
7.51      0.0576916 0.0857254   3.52918   
7.52      0.0580446 0.0852044   3.52921   
7.53      0.0584001 0.0846867   3.52923   
7.54      0.0587579 0.0841722   3.52926   
7.55      0.0591181 0.0836609   3.52928   
7.56      0.0594809 0.0831528   3.5293    
7.57      0.059846  0.0826478   3.52933   
7.58      0.0602137 0.0821461   3.52935   
7.59      0.0605838 0.0816474   3.52938   
7.6       0.0609564 0.0811519   3.5294    
7.61      0.0613316 0.0806594   3.52942   
7.62      0.0617093 0.08017     3.52945   
7.63      0.0620896 0.0796837   3.52947   
7.64      0.0624725 0.0792004   3.5295    
7.65      0.0628579 0.0787201   3.52952   
7.66      0.063246  0.0782429   3.52955   
7.67      0.0636367 0.0777686   3.52957   
7.68      0.06403   0.0772972   3.5296    
7.69      0.064426  0.0768288   3.52962   
7.7       0.0648247 0.0763633   3.52964   
7.71      0.0652261 0.0759008   3.52967   
7.72      0.0656303 0.0754411   3.52969   
7.73      0.0660371 0.0749843   3.52972   
7.74      0.0664467 0.0745303   3.52974   
7.75      0.0668591 0.0740792   3.52977   
7.76      0.0672743 0.0736309   3.52979   
7.77      0.0676923 0.0731853   3.52982   
7.78      0.0681131 0.0727426   3.52984   
7.79      0.0685368 0.0723026   3.52986   
7.8       0.0689633 0.0718654   3.52989   
7.81      0.0693928 0.0714309   3.52991   
7.82      0.0698251 0.0709991   3.52994   
7.83      0.0702604 0.07057     3.52996   
7.84      0.0706986 0.0701436   3.52999   
7.85      0.0711398 0.0697199   3.53001   
7.86      0.071584  0.0692988   3.53004   
7.87      0.0720312 0.0688803   3.53006   
7.88      0.0724814 0.0684644   3.53008   
7.89      0.0729346 0.0680511   3.53011   
7.9       0.073391  0.0676405   3.53013   
7.91      0.0738504 0.0672323   3.53016   
7.92      0.0743129 0.0668268   3.53018   
7.93      0.0747786 0.0664237   3.53021   
7.94      0.0752474 0.0660232   3.53023   
7.95      0.0757194 0.0656252   3.53026   
7.96      0.0761946 0.0652296   3.53028   
7.97      0.076673  0.0648366   3.53031   
7.98      0.0771546 0.0644459   3.53033   
7.99      0.0776395 0.0640578   3.53036   
8         0.0781277 0.063672    3.53038   
8.01      0.0786192 0.0632887   3.5304    
8.02      0.079114  0.0629077   3.53043   
8.03      0.0796121 0.0625292   3.53045   
8.04      0.0801137 0.062153    3.53048   
8.05      0.0806186 0.0617791   3.5305    
8.06      0.0811269 0.0614076   3.53053   
8.07      0.0816387 0.0610384   3.53055   
8.08      0.0821539 0.0606715   3.53058   
8.09      0.0826727 0.0603069   3.5306    
8.1       0.0831949 0.0599446   3.53063   
8.11      0.0837207 0.0595846   3.53065   
8.12      0.08425   0.0592267   3.53068   
8.13      0.0847829 0.0588712   3.5307    
8.14      0.0853194 0.0585178   3.53073   
8.15      0.0858596 0.0581667   3.53075   
8.16      0.0864034 0.0578177   3.53077   
8.17      0.0869509 0.057471    3.5308    
8.18      0.087502  0.0571264   3.53082   
8.19      0.088057  0.0567839   3.53085   
8.2       0.0886156 0.0564436   3.53087   
8.21      0.0891781 0.0561055   3.5309    
8.22      0.0897443 0.0557694   3.53092   
8.23      0.0903144 0.0554354   3.53095   
8.24      0.0908883 0.0551036   3.53097   
8.25      0.0914661 0.0547738   3.531     
8.26      0.0920479 0.054446    3.53102   
8.27      0.0926335 0.0541203   3.53105   
8.28      0.0932231 0.0537967   3.53107   
8.29      0.0938167 0.0534751   3.5311    
8.3       0.0944144 0.0531554   3.53112   
8.31      0.095016  0.0528378   3.53115   
8.32      0.0956218 0.0525222   3.53117   
8.33      0.0962316 0.0522085   3.5312    
8.34      0.0968455 0.0518968   3.53122   
8.35      0.0974636 0.0515871   3.53125   
8.36      0.0980859 0.0512793   3.53127   
8.37      0.0987124 0.0509734   3.53129   
8.38      0.0993431 0.0506694   3.53132   
8.39      0.0999781 0.0503674   3.53134   
8.4       0.100617  0.0500672   3.53137   
8.41      0.101261  0.0497689   3.53139   
8.42      0.101909  0.0494724   3.53142   
8.43      0.102561  0.0491779   3.53144   
8.44      0.103218  0.0488851   3.53147   
8.45      0.103879  0.0485942   3.53149   
8.46      0.104545  0.0483051   3.53152   
8.47      0.105215  0.0480178   3.53154   
8.48      0.10589   0.0477324   3.53157   
8.49      0.106569  0.0474487   3.53159   
8.5       0.107253  0.0471668   3.53162   
8.51      0.107941  0.0468866   3.53164   
8.52      0.108635  0.0466082   3.53167   
8.53      0.109332  0.0463316   3.53169   
8.54      0.110035  0.0460566   3.53172   
8.55      0.110742  0.0457834   3.53174   
8.56      0.111454  0.0455119   3.53177   
8.57      0.112171  0.0452421   3.53179   
8.58      0.112893  0.044974    3.53182   
8.59      0.113619  0.0447076   3.53184   
8.6       0.114351  0.0444429   3.53187   
8.61      0.115087  0.0441798   3.53189   
8.62      0.115829  0.0439183   3.53192   
8.63      0.116575  0.0436585   3.53194   
8.64      0.117327  0.0434003   3.53196   
8.65      0.118083  0.0431438   3.53199   
8.66      0.118845  0.0428888   3.53201   
8.67      0.119612  0.0426355   3.53204   
8.68      0.120384  0.0423837   3.53206   
8.69      0.121161  0.0421335   3.53209   
8.7       0.121944  0.0418849   3.53211   
8.71      0.122731  0.0416378   3.53214   
8.72      0.123525  0.0413923   3.53216   
8.73      0.124323  0.0411483   3.53219   
8.74      0.125127  0.0409058   3.53221   
8.75      0.125936  0.0406649   3.53224   
8.76      0.126751  0.0404255   3.53226   
8.77      0.127571  0.0401876   3.53229   
8.78      0.128397  0.0399511   3.53231   
8.79      0.129229  0.0397162   3.53234   
8.8       0.130066  0.0394827   3.53236   
8.81      0.130908  0.0392507   3.53239   
8.82      0.131757  0.0390202   3.53241   
8.83      0.132611  0.038791    3.53244   
8.84      0.133471  0.0385634   3.53246   
8.85      0.134336  0.0383371   3.53249   
8.86      0.135208  0.0381123   3.53251   
8.87      0.136085  0.0378889   3.53254   
8.88      0.136969  0.0376669   3.53256   
8.89      0.137858  0.0374463   3.53258   
8.9       0.138753  0.037227    3.53261   
8.91      0.139655  0.0370092   3.53263   
8.92      0.140562  0.0367927   3.53266   
8.93      0.141476  0.0365776   3.53268   
8.94      0.142396  0.0363638   3.53271   
8.95      0.143322  0.0361514   3.53273   
8.96      0.144254  0.0359403   3.53276   
8.97      0.145193  0.0357305   3.53278   
8.98      0.146138  0.035522    3.53281   
8.99      0.147089  0.0353149   3.53283   
9         0.148047  0.035109    3.53286   
9.01      0.149011  0.0349045   3.53288   
9.02      0.149982  0.0347012   3.53291   
9.03      0.150959  0.0344992   3.53293   
9.04      0.151943  0.0342985   3.53296   
9.05      0.152933  0.034099    3.53298   
9.06      0.153931  0.0339008   3.53301   
9.07      0.154935  0.0337039   3.53303   
9.08      0.155945  0.0335082   3.53306   
9.09      0.156963  0.0333137   3.53308   
9.1       0.157987  0.0331204   3.5331    
9.11      0.159019  0.0329284   3.53313   
9.12      0.160057  0.0327375   3.53315   
9.13      0.161103  0.0325479   3.53318   
9.14      0.162155  0.0323594   3.5332    
9.15      0.163215  0.0321722   3.53323   
9.16      0.164281  0.0319861   3.53325   
9.17      0.165355  0.0318012   3.53328   
9.18      0.166437  0.0316174   3.5333    
9.19      0.167525  0.0314348   3.53333   
9.2       0.168621  0.0312534   3.53335   
9.21      0.169724  0.0310731   3.53338   
9.22      0.170835  0.0308939   3.5334    
9.23      0.171953  0.0307159   3.53342   
9.24      0.173079  0.0305389   3.53345   
9.25      0.174212  0.0303631   3.53347   
9.26      0.175354  0.0301884   3.5335    
9.27      0.176502  0.0300149   3.53352   
9.28      0.177659  0.0298424   3.53355   
9.29      0.178823  0.0296709   3.53357   
9.3       0.179996  0.0295006   3.5336    
9.31      0.181176  0.0293313   3.53362   
9.32      0.182364  0.0291632   3.53365   
9.33      0.18356   0.028996    3.53367   
9.34      0.184764  0.02883     3.5337    
9.35      0.185977  0.0286649   3.53372   
9.36      0.187197  0.0285009   3.53374   
9.37      0.188426  0.028338    3.53377   
9.38      0.189663  0.0281761   3.53379   
9.39      0.190909  0.0280152   3.53382   
9.4       0.192163  0.0278553   3.53384   
9.41      0.193425  0.0276964   3.53387   
9.42      0.194696  0.0275385   3.53389   
9.43      0.195975  0.0273817   3.53392   
9.44      0.197264  0.0272258   3.53394   
9.45      0.19856   0.0270709   3.53396   
9.46      0.199866  0.026917    3.53399   
9.47      0.201181  0.026764    3.53401   
9.48      0.202504  0.026612    3.53404   
9.49      0.203836  0.026461    3.53406   
9.5       0.205177  0.0263109   3.53409   
9.51      0.206528  0.0261618   3.53411   
9.52      0.207887  0.0260137   3.53414   
9.53      0.209256  0.0258664   3.53416   
9.54      0.210634  0.0257201   3.53418   
9.55      0.212021  0.0255747   3.53421   
9.56      0.213418  0.0254303   3.53423   
9.57      0.214824  0.0252867   3.53426   
9.58      0.216239  0.0251441   3.53428   
9.59      0.217664  0.0250024   3.53431   
9.6       0.219099  0.0248615   3.53433   
9.61      0.220544  0.0247216   3.53435   
9.62      0.221998  0.0245826   3.53438   
9.63      0.223462  0.0244444   3.5344    
9.64      0.224936  0.0243071   3.53443   
9.65      0.22642   0.0241707   3.53445   
9.66      0.227914  0.0240351   3.53448   
9.67      0.229418  0.0239004   3.5345    
9.68      0.230932  0.0237666   3.53452   
9.69      0.232456  0.0236336   3.53455   
9.7       0.233991  0.0235014   3.53457   
9.71      0.235536  0.0233701   3.5346    
9.72      0.237092  0.0232396   3.53462   
9.73      0.238658  0.02311     3.53464   
9.74      0.240234  0.0229812   3.53467   
9.75      0.241822  0.0228531   3.53469   
9.76      0.24342   0.022726    3.53472   
9.77      0.245029  0.0225996   3.53474   
9.78      0.246648  0.022474    3.53477   
9.79      0.248279  0.0223492   3.53479   
9.8       0.249921  0.0222252   3.53481   
9.81      0.251573  0.022102    3.53484   
9.82      0.253237  0.0219796   3.53486   
9.83      0.254913  0.021858    3.53489   
9.84      0.256599  0.0217371   3.53491   
9.85      0.258297  0.021617    3.53493   
9.86      0.260006  0.0214977   3.53496   
9.87      0.261727  0.0213792   3.53498   
9.88      0.26346   0.0212614   3.53501   
9.89      0.265204  0.0211443   3.53503   
9.9       0.26696   0.021028    3.53505   
9.91      0.268728  0.0209124   3.53508   
9.92      0.270508  0.0207976   3.5351    
9.93      0.2723    0.0206835   3.53513   
9.94      0.274104  0.0205701   3.53515   
9.95      0.27592   0.0204575   3.53517   
9.96      0.277749  0.0203456   3.5352    
9.97      0.27959   0.0202344   3.53522   
9.98      0.281443  0.0201239   3.53524   
9.99      0.283309  0.0200141   3.53527   
10        0.285187  0.019905    3.53529   
10.01     0.287078  0.0197966   3.53532   
10.02     0.288982  0.019689    3.53534   
10.03     0.290899  0.019582    3.53536   
10.04     0.292829  0.0194756   3.53539   
10.05     0.294772  0.01937     3.53541   
10.06     0.296728  0.019265    3.53543   
10.07     0.298697  0.0191608   3.53546   
10.08     0.300679  0.0190572   3.53548   
10.09     0.302675  0.0189542   3.53551   
10.1      0.304684  0.0188519   3.53553   
10.11     0.306707  0.0187503   3.53555   
10.12     0.308744  0.0186493   3.53558   
10.13     0.310794  0.018549    3.5356    
10.14     0.312858  0.0184493   3.53562   
10.15     0.314937  0.0183503   3.53565   
10.16     0.317029  0.0182519   3.53567   
10.17     0.319135  0.0181541   3.53569   
10.18     0.321256  0.018057    3.53572   
10.19     0.323391  0.0179605   3.53574   
10.2      0.32554   0.0178646   3.53576   
10.21     0.327704  0.0177693   3.53579   
10.22     0.329883  0.0176746   3.53581   
10.23     0.332076  0.0175806   3.53583   
10.24     0.334284  0.0174872   3.53586   
10.25     0.336507  0.0173943   3.53588   
10.26     0.338745  0.0173021   3.5359    
10.27     0.340998  0.0172105   3.53593   
10.28     0.343267  0.0171194   3.53595   
10.29     0.34555   0.017029    3.53597   
10.3      0.347849  0.0169391   3.536     
10.31     0.350164  0.0168498   3.53602   
10.32     0.352494  0.0167611   3.53604   
10.33     0.354841  0.016673    3.53607   
10.34     0.357203  0.0165854   3.53609   
10.35     0.35958   0.0164984   3.53611   
10.36     0.361974  0.016412    3.53614   
10.37     0.364385  0.0163261   3.53616   
10.38     0.366811  0.0162408   3.53618   
10.39     0.369254  0.0161561   3.5362    
10.4      0.371713  0.0160719   3.53623   
10.41     0.374189  0.0159882   3.53625   
10.42     0.376682  0.0159051   3.53627   
10.43     0.379192  0.0158226   3.5363    
10.44     0.381718  0.0157406   3.53632   
