Total states: 66001
Time      Preys     Predators   H         
53.51     17.795    9.71236     -2.40158  
53.511    17.7956   9.71993     -2.40158  
53.512    17.7961   9.72751     -2.40158  
53.513    17.7965   9.73509     -2.40158  
53.514    17.797    9.74268     -2.40158  
53.515    17.7975   9.75028     -2.40158  
53.516    17.7979   9.75788     -2.40158  
53.517    17.7983   9.76549     -2.40158  
53.518    17.7988   9.77311     -2.40158  
53.519    17.7992   9.78073     -2.40158  
53.52     17.7996   9.78836     -2.40158  
53.521    17.7999   9.79599     -2.40158  
53.522    17.8003   9.80363     -2.40158  
53.523    17.8006   9.81128     -2.40158  
53.524    17.801    9.81893     -2.40157  
53.525    17.8013   9.82659     -2.40157  
53.526    17.8016   9.83426     -2.40157  
53.527    17.8019   9.84193     -2.40157  
53.528    17.8022   9.84961     -2.40157  
53.529    17.8025   9.85729     -2.40157  
53.53     17.8027   9.86498     -2.40157  
53.531    17.8029   9.87268     -2.40157  
53.532    17.8032   9.88039     -2.40157  
53.533    17.8034   9.8881      -2.40157  
53.534    17.8036   9.89581     -2.40157  
53.535    17.8038   9.90353     -2.40157  
53.536    17.8039   9.91126     -2.40157  
53.537    17.8041   9.919       -2.40157  
53.538    17.8042   9.92674     -2.40157  
53.539    17.8044   9.93448     -2.40157  
53.54     17.8045   9.94224     -2.40157  
53.541    17.8046   9.95        -2.40157  
53.542    17.8047   9.95776     -2.40157  
53.543    17.8048   9.96553     -2.40157  
53.544    17.8048   9.97331     -2.40157  
53.545    17.8049   9.9811      -2.40157  
53.546    17.8049   9.98889     -2.40157  
53.547    17.8049   9.99668     -2.40157  
53.548    17.8049   10.0045     -2.40157  
53.549    17.8049   10.0123     -2.40157  
53.55     17.8049   10.0201     -2.40157  
53.551    17.8049   10.0279     -2.40157  
53.552    17.8048   10.0358     -2.40157  
53.553    17.8048   10.0436     -2.40157  
53.554    17.8047   10.0514     -2.40157  
53.555    17.8046   10.0593     -2.40157  
53.556    17.8045   10.0671     -2.40156  
53.557    17.8044   10.075      -2.40156  
53.558    17.8042   10.0828     -2.40156  
53.559    17.8041   10.0907     -2.40156  
53.56     17.8039   10.0986     -2.40156  
53.561    17.8037   10.1065     -2.40156  
53.562    17.8035   10.1144     -2.40156  
53.563    17.8033   10.1222     -2.40156  
53.564    17.8031   10.1301     -2.40156  
53.565    17.8029   10.1381     -2.40156  
53.566    17.8026   10.146      -2.40156  
53.567    17.8024   10.1539     -2.40156  
53.568    17.8021   10.1618     -2.40156  
53.569    17.8018   10.1697     -2.40156  
53.57     17.8015   10.1777     -2.40156  
53.571    17.8012   10.1856     -2.40156  
53.572    17.8009   10.1935     -2.40156  
53.573    17.8005   10.2015     -2.40156  
53.574    17.8002   10.2095     -2.40156  
53.575    17.7998   10.2174     -2.40156  
53.576    17.7994   10.2254     -2.40156  
53.577    17.799    10.2334     -2.40156  
53.578    17.7986   10.2413     -2.40156  
53.579    17.7982   10.2493     -2.40156  
53.58     17.7977   10.2573     -2.40156  
53.581    17.7973   10.2653     -2.40156  
53.582    17.7968   10.2733     -2.40156  
53.583    17.7963   10.2813     -2.40156  
53.584    17.7958   10.2894     -2.40156  
53.585    17.7953   10.2974     -2.40156  
53.586    17.7948   10.3054     -2.40156  
53.587    17.7942   10.3134     -2.40156  
53.588    17.7937   10.3215     -2.40156  
53.589    17.7931   10.3295     -2.40155  
53.59     17.7925   10.3376     -2.40155  
53.591    17.7919   10.3456     -2.40155  
53.592    17.7913   10.3537     -2.40155  
53.593    17.7907   10.3618     -2.40155  
53.594    17.79     10.3698     -2.40155  
53.595    17.7894   10.3779     -2.40155  
53.596    17.7887   10.386      -2.40155  
53.597    17.788    10.3941     -2.40155  
53.598    17.7873   10.4022     -2.40155  
53.599    17.7866   10.4103     -2.40155  
53.6      17.7859   10.4184     -2.40155  
53.601    17.7851   10.4265     -2.40155  
53.602    17.7844   10.4346     -2.40155  
53.603    17.7836   10.4427     -2.40155  
53.604    17.7828   10.4509     -2.40155  
53.605    17.782    10.459      -2.40155  
53.606    17.7812   10.4671     -2.40155  
53.607    17.7803   10.4753     -2.40155  
53.608    17.7795   10.4834     -2.40155  
53.609    17.7786   10.4916     -2.40155  
53.61     17.7778   10.4997     -2.40155  
53.611    17.7769   10.5079     -2.40155  
53.612    17.776    10.5161     -2.40155  
53.613    17.7751   10.5243     -2.40155  
53.614    17.7741   10.5324     -2.40155  
53.615    17.7732   10.5406     -2.40155  
53.616    17.7722   10.5488     -2.40155  
53.617    17.7712   10.557      -2.40155  
53.618    17.7703   10.5652     -2.40155  
53.619    17.7692   10.5734     -2.40155  
53.62     17.7682   10.5816     -2.40155  
53.621    17.7672   10.5899     -2.40155  
53.622    17.7661   10.5981     -2.40154  
53.623    17.7651   10.6063     -2.40154  
53.624    17.764    10.6146     -2.40154  
53.625    17.7629   10.6228     -2.40154  
53.626    17.7618   10.631      -2.40154  
53.627    17.7607   10.6393     -2.40154  
53.628    17.7596   10.6476     -2.40154  
53.629    17.7584   10.6558     -2.40154  
53.63     17.7572   10.6641     -2.40154  
53.631    17.7561   10.6724     -2.40154  
53.632    17.7549   10.6806     -2.40154  
53.633    17.7537   10.6889     -2.40154  
53.634    17.7524   10.6972     -2.40154  
53.635    17.7512   10.7055     -2.40154  
53.636    17.7499   10.7138     -2.40154  
53.637    17.7487   10.7221     -2.40154  
53.638    17.7474   10.7304     -2.40154  
53.639    17.7461   10.7387     -2.40154  
53.64     17.7448   10.747      -2.40154  
53.641    17.7435   10.7554     -2.40154  
53.642    17.7421   10.7637     -2.40154  
53.643    17.7408   10.772      -2.40154  
53.644    17.7394   10.7804     -2.40154  
53.645    17.738    10.7887     -2.40154  
53.646    17.7366   10.7971     -2.40154  
53.647    17.7352   10.8054     -2.40154  
53.648    17.7338   10.8138     -2.40154  
53.649    17.7323   10.8221     -2.40154  
53.65     17.7309   10.8305     -2.40154  
53.651    17.7294   10.8389     -2.40154  
53.652    17.7279   10.8472     -2.40154  
53.653    17.7264   10.8556     -2.40154  
53.654    17.7249   10.864      -2.40154  
53.655    17.7234   10.8724     -2.40153  
53.656    17.7218   10.8808     -2.40153  
53.657    17.7203   10.8892     -2.40153  
53.658    17.7187   10.8976     -2.40153  
53.659    17.7171   10.906      -2.40153  
53.66     17.7155   10.9144     -2.40153  
53.661    17.7139   10.9229     -2.40153  
53.662    17.7122   10.9313     -2.40153  
53.663    17.7106   10.9397     -2.40153  
53.664    17.7089   10.9482     -2.40153  
53.665    17.7072   10.9566     -2.40153  
53.666    17.7055   10.965      -2.40153  
53.667    17.7038   10.9735     -2.40153  
53.668    17.7021   10.9819     -2.40153  
53.669    17.7004   10.9904     -2.40153  
53.67     17.6986   10.9989     -2.40153  
53.671    17.6968   11.0073     -2.40153  
53.672    17.6951   11.0158     -2.40153  
53.673    17.6933   11.0243     -2.40153  
53.674    17.6915   11.0328     -2.40153  
53.675    17.6896   11.0412     -2.40153  
53.676    17.6878   11.0497     -2.40153  
53.677    17.6859   11.0582     -2.40153  
53.678    17.6841   11.0667     -2.40153  
53.679    17.6822   11.0752     -2.40153  
53.68     17.6803   11.0837     -2.40153  
53.681    17.6784   11.0923     -2.40153  
53.682    17.6764   11.1008     -2.40153  
53.683    17.6745   11.1093     -2.40153  
53.684    17.6725   11.1178     -2.40153  
53.685    17.6705   11.1264     -2.40153  
53.686    17.6686   11.1349     -2.40153  
53.687    17.6665   11.1434     -2.40153  
53.688    17.6645   11.152      -2.40152  
53.689    17.6625   11.1605     -2.40152  
53.69     17.6604   11.1691     -2.40152  
53.691    17.6584   11.1776     -2.40152  
53.692    17.6563   11.1862     -2.40152  
53.693    17.6542   11.1947     -2.40152  
53.694    17.6521   11.2033     -2.40152  
53.695    17.65     11.2119     -2.40152  
53.696    17.6478   11.2205     -2.40152  
53.697    17.6457   11.229      -2.40152  
53.698    17.6435   11.2376     -2.40152  
53.699    17.6413   11.2462     -2.40152  
53.7      17.6391   11.2548     -2.40152  
53.701    17.6369   11.2634     -2.40152  
53.702    17.6347   11.272      -2.40152  
53.703    17.6324   11.2806     -2.40152  
53.704    17.6302   11.2892     -2.40152  
53.705    17.6279   11.2978     -2.40152  
53.706    17.6256   11.3065     -2.40152  
53.707    17.6233   11.3151     -2.40152  
53.708    17.621    11.3237     -2.40152  
53.709    17.6187   11.3323     -2.40152  
53.71     17.6163   11.341      -2.40152  
53.711    17.614    11.3496     -2.40152  
53.712    17.6116   11.3583     -2.40152  
53.713    17.6092   11.3669     -2.40152  
53.714    17.6068   11.3755     -2.40152  
53.715    17.6044   11.3842     -2.40152  
53.716    17.6019   11.3929     -2.40152  
53.717    17.5995   11.4015     -2.40152  
53.718    17.597    11.4102     -2.40152  
53.719    17.5945   11.4189     -2.40152  
53.72     17.592    11.4275     -2.40152  
53.721    17.5895   11.4362     -2.40152  
53.722    17.587    11.4449     -2.40151  
53.723    17.5845   11.4536     -2.40151  
53.724    17.5819   11.4623     -2.40151  
53.725    17.5793   11.4709     -2.40151  
53.726    17.5767   11.4796     -2.40151  
53.727    17.5741   11.4883     -2.40151  
53.728    17.5715   11.497      -2.40151  
53.729    17.5689   11.5057     -2.40151  
53.73     17.5662   11.5144     -2.40151  
53.731    17.5636   11.5232     -2.40151  
53.732    17.5609   11.5319     -2.40151  
53.733    17.5582   11.5406     -2.40151  
53.734    17.5555   11.5493     -2.40151  
53.735    17.5528   11.558      -2.40151  
53.736    17.5501   11.5668     -2.40151  
53.737    17.5473   11.5755     -2.40151  
53.738    17.5445   11.5842     -2.40151  
53.739    17.5418   11.593      -2.40151  
53.74     17.539    11.6017     -2.40151  
53.741    17.5362   11.6105     -2.40151  
53.742    17.5333   11.6192     -2.40151  
53.743    17.5305   11.628      -2.40151  
53.744    17.5276   11.6367     -2.40151  
53.745    17.5248   11.6455     -2.40151  
53.746    17.5219   11.6543     -2.40151  
53.747    17.519    11.663      -2.40151  
53.748    17.5161   11.6718     -2.40151  
53.749    17.5132   11.6806     -2.40151  
53.75     17.5102   11.6893     -2.40151  
53.751    17.5073   11.6981     -2.40151  
53.752    17.5043   11.7069     -2.40151  
53.753    17.5013   11.7157     -2.40151  
53.754    17.4983   11.7245     -2.40151  
53.755    17.4953   11.7333     -2.40151  
53.756    17.4922   11.7421     -2.4015   
53.757    17.4892   11.7509     -2.4015   
53.758    17.4861   11.7597     -2.4015   
53.759    17.4831   11.7685     -2.4015   
53.76     17.48     11.7773     -2.4015   
53.761    17.4769   11.7861     -2.4015   
53.762    17.4737   11.7949     -2.4015   
53.763    17.4706   11.8037     -2.4015   
53.764    17.4674   11.8125     -2.4015   
53.765    17.4643   11.8213     -2.4015   
53.766    17.4611   11.8302     -2.4015   
53.767    17.4579   11.839      -2.4015   
53.768    17.4547   11.8478     -2.4015   
53.769    17.4515   11.8567     -2.4015   
53.77     17.4482   11.8655     -2.4015   
53.771    17.445    11.8743     -2.4015   
53.772    17.4417   11.8832     -2.4015   
53.773    17.4384   11.892      -2.4015   
53.774    17.4351   11.9009     -2.4015   
53.775    17.4318   11.9097     -2.4015   
53.776    17.4285   11.9186     -2.4015   
53.777    17.4251   11.9274     -2.4015   
53.778    17.4218   11.9363     -2.4015   
53.779    17.4184   11.9451     -2.4015   
53.78     17.415    11.954      -2.4015   
53.781    17.4116   11.9628     -2.4015   
53.782    17.4082   11.9717     -2.4015   
53.783    17.4048   11.9806     -2.4015   
53.784    17.4013   11.9895     -2.4015   
53.785    17.3978   11.9983     -2.4015   
53.786    17.3944   12.0072     -2.4015   
53.787    17.3909   12.0161     -2.4015   
53.788    17.3874   12.025      -2.4015   
53.789    17.3839   12.0338     -2.40149  
53.79     17.3803   12.0427     -2.40149  
53.791    17.3768   12.0516     -2.40149  
53.792    17.3732   12.0605     -2.40149  
53.793    17.3696   12.0694     -2.40149  
53.794    17.366    12.0783     -2.40149  
53.795    17.3624   12.0872     -2.40149  
53.796    17.3588   12.0961     -2.40149  
53.797    17.3552   12.105      -2.40149  
53.798    17.3515   12.1139     -2.40149  
53.799    17.3478   12.1228     -2.40149  
53.8      17.3442   12.1317     -2.40149  
53.801    17.3405   12.1406     -2.40149  
53.802    17.3367   12.1495     -2.40149  
53.803    17.333    12.1584     -2.40149  
53.804    17.3293   12.1674     -2.40149  
53.805    17.3255   12.1763     -2.40149  
53.806    17.3217   12.1852     -2.40149  
53.807    17.318    12.1941     -2.40149  
53.808    17.3142   12.203      -2.40149  
53.809    17.3104   12.212      -2.40149  
53.81     17.3065   12.2209     -2.40149  
53.811    17.3027   12.2298     -2.40149  
53.812    17.2988   12.2388     -2.40149  
53.813    17.2949   12.2477     -2.40149  
53.814    17.2911   12.2566     -2.40149  
53.815    17.2872   12.2656     -2.40149  
53.816    17.2832   12.2745     -2.40149  
53.817    17.2793   12.2834     -2.40149  
53.818    17.2754   12.2924     -2.40149  
53.819    17.2714   12.3013     -2.40149  
53.82     17.2674   12.3103     -2.40149  
53.821    17.2634   12.3192     -2.40149  
53.822    17.2594   12.3282     -2.40149  
53.823    17.2554   12.3371     -2.40149  
53.824    17.2514   12.3461     -2.40148  
53.825    17.2473   12.355      -2.40148  
53.826    17.2433   12.364      -2.40148  
53.827    17.2392   12.3729     -2.40148  
53.828    17.2351   12.3819     -2.40148  
53.829    17.231    12.3908     -2.40148  
53.83     17.2269   12.3998     -2.40148  
53.831    17.2228   12.4088     -2.40148  
53.832    17.2186   12.4177     -2.40148  
53.833    17.2144   12.4267     -2.40148  
53.834    17.2103   12.4357     -2.40148  
53.835    17.2061   12.4446     -2.40148  
53.836    17.2019   12.4536     -2.40148  
53.837    17.1976   12.4626     -2.40148  
53.838    17.1934   12.4715     -2.40148  
53.839    17.1892   12.4805     -2.40148  
53.84     17.1849   12.4895     -2.40148  
53.841    17.1806   12.4984     -2.40148  
53.842    17.1763   12.5074     -2.40148  
53.843    17.172    12.5164     -2.40148  
53.844    17.1677   12.5254     -2.40148  
53.845    17.1634   12.5344     -2.40148  
53.846    17.159    12.5433     -2.40148  
53.847    17.1546   12.5523     -2.40148  
53.848    17.1503   12.5613     -2.40148  
53.849    17.1459   12.5703     -2.40148  
53.85     17.1415   12.5793     -2.40148  
53.851    17.137    12.5882     -2.40148  
53.852    17.1326   12.5972     -2.40148  
53.853    17.1282   12.6062     -2.40148  
53.854    17.1237   12.6152     -2.40148  
53.855    17.1192   12.6242     -2.40148  
53.856    17.1147   12.6332     -2.40148  
53.857    17.1102   12.6422     -2.40148  
53.858    17.1057   12.6511     -2.40147  
53.859    17.1012   12.6601     -2.40147  
53.86     17.0966   12.6691     -2.40147  
53.861    17.0921   12.6781     -2.40147  
53.862    17.0875   12.6871     -2.40147  
53.863    17.0829   12.6961     -2.40147  
53.864    17.0783   12.7051     -2.40147  
53.865    17.0737   12.7141     -2.40147  
53.866    17.069    12.7231     -2.40147  
53.867    17.0644   12.7321     -2.40147  
53.868    17.0597   12.7411     -2.40147  
53.869    17.055    12.7501     -2.40147  
53.87     17.0503   12.7591     -2.40147  
53.871    17.0456   12.7681     -2.40147  
53.872    17.0409   12.777      -2.40147  
53.873    17.0362   12.786      -2.40147  
53.874    17.0314   12.795      -2.40147  
53.875    17.0267   12.804      -2.40147  
53.876    17.0219   12.813      -2.40147  
53.877    17.0171   12.822      -2.40147  
53.878    17.0123   12.831      -2.40147  
53.879    17.0075   12.84       -2.40147  
53.88     17.0027   12.849      -2.40147  
53.881    16.9978   12.858      -2.40147  
53.882    16.993    12.867      -2.40147  
53.883    16.9881   12.876      -2.40147  
53.884    16.9832   12.885      -2.40147  
53.885    16.9783   12.894      -2.40147  
53.886    16.9734   12.903      -2.40147  
53.887    16.9685   12.912      -2.40147  
53.888    16.9635   12.921      -2.40147  
53.889    16.9586   12.93       -2.40147  
53.89     16.9536   12.939      -2.40147  
53.891    16.9486   12.948      -2.40147  
53.892    16.9436   12.957      -2.40147  
53.893    16.9386   12.966      -2.40146  
53.894    16.9336   12.975      -2.40146  
53.895    16.9286   12.984      -2.40146  
53.896    16.9235   12.993      -2.40146  
53.897    16.9184   13.002      -2.40146  
53.898    16.9134   13.011      -2.40146  
53.899    16.9083   13.02       -2.40146  
53.9      16.9032   13.029      -2.40146  
53.901    16.898    13.038      -2.40146  
53.902    16.8929   13.047      -2.40146  
53.903    16.8878   13.0559     -2.40146  
53.904    16.8826   13.0649     -2.40146  
53.905    16.8774   13.0739     -2.40146  
53.906    16.8722   13.0829     -2.40146  
53.907    16.867    13.0919     -2.40146  
53.908    16.8618   13.1009     -2.40146  
53.909    16.8566   13.1099     -2.40146  
53.91     16.8514   13.1189     -2.40146  
53.911    16.8461   13.1279     -2.40146  
53.912    16.8408   13.1369     -2.40146  
53.913    16.8355   13.1458     -2.40146  
53.914    16.8302   13.1548     -2.40146  
53.915    16.8249   13.1638     -2.40146  
53.916    16.8196   13.1728     -2.40146  
53.917    16.8143   13.1818     -2.40146  
53.918    16.8089   13.1908     -2.40146  
53.919    16.8036   13.1997     -2.40146  
53.92     16.7982   13.2087     -2.40146  
53.921    16.7928   13.2177     -2.40146  
53.922    16.7874   13.2267     -2.40146  
53.923    16.782    13.2357     -2.40146  
53.924    16.7765   13.2446     -2.40146  
53.925    16.7711   13.2536     -2.40146  
53.926    16.7656   13.2626     -2.40146  
53.927    16.7602   13.2716     -2.40146  
53.928    16.7547   13.2805     -2.40146  
53.929    16.7492   13.2895     -2.40145  
53.93     16.7437   13.2985     -2.40145  
53.931    16.7382   13.3074     -2.40145  
53.932    16.7326   13.3164     -2.40145  
53.933    16.7271   13.3254     -2.40145  
53.934    16.7215   13.3343     -2.40145  
53.935    16.7159   13.3433     -2.40145  
53.936    16.7104   13.3523     -2.40145  
53.937    16.7048   13.3612     -2.40145  
53.938    16.6991   13.3702     -2.40145  
53.939    16.6935   13.3791     -2.40145  
53.94     16.6879   13.3881     -2.40145  
53.941    16.6822   13.397      -2.40145  
53.942    16.6765   13.406      -2.40145  
53.943    16.6709   13.4149     -2.40145  
53.944    16.6652   13.4239     -2.40145  
53.945    16.6595   13.4328     -2.40145  
53.946    16.6537   13.4418     -2.40145  
53.947    16.648    13.4507     -2.40145  
53.948    16.6423   13.4597     -2.40145  
53.949    16.6365   13.4686     -2.40145  
53.95     16.6307   13.4776     -2.40145  
53.951    16.625    13.4865     -2.40145  
53.952    16.6192   13.4954     -2.40145  
53.953    16.6134   13.5044     -2.40145  
53.954    16.6075   13.5133     -2.40145  
53.955    16.6017   13.5222     -2.40145  
53.956    16.5959   13.5311     -2.40145  
53.957    16.59     13.5401     -2.40145  
53.958    16.5841   13.549      -2.40145  
53.959    16.5782   13.5579     -2.40145  
53.96     16.5723   13.5668     -2.40145  
53.961    16.5664   13.5757     -2.40145  
53.962    16.5605   13.5847     -2.40145  
53.963    16.5546   13.5936     -2.40145  
53.964    16.5486   13.6025     -2.40144  
53.965    16.5427   13.6114     -2.40144  
53.966    16.5367   13.6203     -2.40144  
53.967    16.5307   13.6292     -2.40144  
53.968    16.5247   13.6381     -2.40144  
53.969    16.5187   13.647      -2.40144  
53.97     16.5127   13.6559     -2.40144  
53.971    16.5066   13.6648     -2.40144  
53.972    16.5006   13.6737     -2.40144  
53.973    16.4945   13.6826     -2.40144  
53.974    16.4884   13.6915     -2.40144  
53.975    16.4823   13.7003     -2.40144  
53.976    16.4762   13.7092     -2.40144  
53.977    16.4701   13.7181     -2.40144  
53.978    16.464    13.727      -2.40144  
53.979    16.4579   13.7358     -2.40144  
53.98     16.4517   13.7447     -2.40144  
53.981    16.4456   13.7536     -2.40144  
53.982    16.4394   13.7625     -2.40144  
53.983    16.4332   13.7713     -2.40144  
53.984    16.427    13.7802     -2.40144  
53.985    16.4208   13.789      -2.40144  
53.986    16.4146   13.7979     -2.40144  
53.987    16.4083   13.8067     -2.40144  
53.988    16.4021   13.8156     -2.40144  
53.989    16.3958   13.8244     -2.40144  
53.99     16.3896   13.8333     -2.40144  
53.991    16.3833   13.8421     -2.40144  
53.992    16.377    13.8509     -2.40144  
53.993    16.3707   13.8598     -2.40144  
53.994    16.3644   13.8686     -2.40144  
53.995    16.358    13.8774     -2.40144  
53.996    16.3517   13.8863     -2.40144  
53.997    16.3453   13.8951     -2.40144  
53.998    16.339    13.9039     -2.40144  
53.999    16.3326   13.9127     -2.40144  
54        16.3262   13.9215     -2.40143  
54.001    16.3198   13.9303     -2.40143  
54.002    16.3134   13.9391     -2.40143  
54.003    16.307    13.9479     -2.40143  
54.004    16.3005   13.9567     -2.40143  
54.005    16.2941   13.9655     -2.40143  
54.006    16.2876   13.9743     -2.40143  
54.007    16.2811   13.9831     -2.40143  
54.008    16.2747   13.9919     -2.40143  
54.009    16.2682   14.0007     -2.40143  
54.01     16.2617   14.0094     -2.40143  
54.011    16.2551   14.0182     -2.40143  
54.012    16.2486   14.027      -2.40143  
54.013    16.2421   14.0357     -2.40143  
54.014    16.2355   14.0445     -2.40143  
54.015    16.2289   14.0533     -2.40143  
54.016    16.2224   14.062      -2.40143  
54.017    16.2158   14.0708     -2.40143  
54.018    16.2092   14.0795     -2.40143  
54.019    16.2026   14.0882     -2.40143  
54.02     16.1959   14.097      -2.40143  
54.021    16.1893   14.1057     -2.40143  
54.022    16.1826   14.1145     -2.40143  
54.023    16.176    14.1232     -2.40143  
54.024    16.1693   14.1319     -2.40143  
54.025    16.1626   14.1406     -2.40143  
54.026    16.1559   14.1493     -2.40143  
54.027    16.1492   14.158      -2.40143  
54.028    16.1425   14.1667     -2.40143  
54.029    16.1358   14.1755     -2.40143  
54.03     16.1291   14.1841     -2.40143  
54.031    16.1223   14.1928     -2.40143  
54.032    16.1156   14.2015     -2.40143  
54.033    16.1088   14.2102     -2.40143  
54.034    16.102    14.2189     -2.40143  
54.035    16.0952   14.2276     -2.40143  
54.036    16.0884   14.2362     -2.40142  
54.037    16.0816   14.2449     -2.40142  
54.038    16.0748   14.2536     -2.40142  
54.039    16.0679   14.2622     -2.40142  
54.04     16.0611   14.2709     -2.40142  
54.041    16.0542   14.2795     -2.40142  
54.042    16.0473   14.2882     -2.40142  
54.043    16.0405   14.2968     -2.40142  
54.044    16.0336   14.3055     -2.40142  
54.045    16.0267   14.3141     -2.40142  
54.046    16.0198   14.3227     -2.40142  
54.047    16.0128   14.3313     -2.40142  
54.048    16.0059   14.34       -2.40142  
54.049    15.9989   14.3486     -2.40142  
54.05     15.992    14.3572     -2.40142  
54.051    15.985    14.3658     -2.40142  
54.052    15.978    14.3744     -2.40142  
54.053    15.9711   14.383      -2.40142  
54.054    15.9641   14.3916     -2.40142  
54.055    15.957    14.4001     -2.40142  
54.056    15.95     14.4087     -2.40142  
54.057    15.943    14.4173     -2.40142  
54.058    15.9359   14.4259     -2.40142  
54.059    15.9289   14.4344     -2.40142  
54.06     15.9218   14.443      -2.40142  
54.061    15.9148   14.4515     -2.40142  
54.062    15.9077   14.4601     -2.40142  
54.063    15.9006   14.4686     -2.40142  
54.064    15.8935   14.4772     -2.40142  
54.065    15.8864   14.4857     -2.40142  
54.066    15.8792   14.4942     -2.40142  
54.067    15.8721   14.5027     -2.40142  
54.068    15.8649   14.5113     -2.40142  
54.069    15.8578   14.5198     -2.40142  
54.07     15.8506   14.5283     -2.40142  
54.071    15.8434   14.5368     -2.40142  
54.072    15.8363   14.5453     -2.40142  
54.073    15.8291   14.5538     -2.40141  
54.074    15.8219   14.5622     -2.40141  
54.075    15.8146   14.5707     -2.40141  
54.076    15.8074   14.5792     -2.40141  
54.077    15.8002   14.5877     -2.40141  
54.078    15.7929   14.5961     -2.40141  
54.079    15.7857   14.6046     -2.40141  
54.08     15.7784   14.613      -2.40141  
54.081    15.7711   14.6215     -2.40141  
54.082    15.7638   14.6299     -2.40141  
54.083    15.7565   14.6383     -2.40141  
54.084    15.7492   14.6468     -2.40141  
54.085    15.7419   14.6552     -2.40141  
54.086    15.7346   14.6636     -2.40141  
54.087    15.7272   14.672      -2.40141  
54.088    15.7199   14.6804     -2.40141  
54.089    15.7125   14.6888     -2.40141  
54.09     15.7052   14.6972     -2.40141  
54.091    15.6978   14.7056     -2.40141  
54.092    15.6904   14.714      -2.40141  
54.093    15.683    14.7223     -2.40141  
54.094    15.6756   14.7307     -2.40141  
54.095    15.6682   14.7391     -2.40141  
54.096    15.6608   14.7474     -2.40141  
54.097    15.6533   14.7558     -2.40141  
54.098    15.6459   14.7641     -2.40141  
54.099    15.6384   14.7724     -2.40141  
54.1      15.631    14.7808     -2.40141  
54.101    15.6235   14.7891     -2.40141  
54.102    15.616    14.7974     -2.40141  
54.103    15.6085   14.8057     -2.40141  
54.104    15.601    14.814      -2.40141  
54.105    15.5935   14.8223     -2.40141  
54.106    15.586    14.8306     -2.40141  
54.107    15.5784   14.8389     -2.40141  
54.108    15.5709   14.8472     -2.40141  
54.109    15.5634   14.8555     -2.40141  
54.11     15.5558   14.8637     -2.4014   
54.111    15.5482   14.872      -2.4014   
54.112    15.5407   14.8802     -2.4014   
54.113    15.5331   14.8885     -2.4014   
54.114    15.5255   14.8967     -2.4014   
54.115    15.5179   14.9049     -2.4014   
54.116    15.5103   14.9132     -2.4014   
54.117    15.5027   14.9214     -2.4014   
54.118    15.495    14.9296     -2.4014   
54.119    15.4874   14.9378     -2.4014   
54.12     15.4797   14.946      -2.4014   
54.121    15.4721   14.9542     -2.4014   
54.122    15.4644   14.9624     -2.4014   
54.123    15.4567   14.9705     -2.4014   
54.124    15.4491   14.9787     -2.4014   
54.125    15.4414   14.9869     -2.4014   
54.126    15.4337   14.995      -2.4014   
54.127    15.426    15.0032     -2.4014   
54.128    15.4182   15.0113     -2.4014   
54.129    15.4105   15.0195     -2.4014   
54.13     15.4028   15.0276     -2.4014   
54.131    15.395    15.0357     -2.4014   
54.132    15.3873   15.0438     -2.4014   
54.133    15.3795   15.0519     -2.4014   
54.134    15.3718   15.06       -2.4014   
54.135    15.364    15.0681     -2.4014   
54.136    15.3562   15.0762     -2.4014   
54.137    15.3484   15.0843     -2.4014   
54.138    15.3406   15.0923     -2.4014   
54.139    15.3328   15.1004     -2.4014   
54.14     15.325    15.1084     -2.4014   
54.141    15.3171   15.1165     -2.4014   
54.142    15.3093   15.1245     -2.4014   
54.143    15.3014   15.1326     -2.4014   
54.144    15.2936   15.1406     -2.4014   
54.145    15.2857   15.1486     -2.4014   
54.146    15.2779   15.1566     -2.40139  
54.147    15.27     15.1646     -2.40139  
54.148    15.2621   15.1726     -2.40139  
54.149    15.2542   15.1806     -2.40139  
54.15     15.2463   15.1885     -2.40139  
54.151    15.2384   15.1965     -2.40139  
54.152    15.2305   15.2045     -2.40139  
54.153    15.2225   15.2124     -2.40139  
54.154    15.2146   15.2204     -2.40139  
54.155    15.2067   15.2283     -2.40139  
54.156    15.1987   15.2362     -2.40139  
54.157    15.1908   15.2442     -2.40139  
54.158    15.1828   15.2521     -2.40139  
54.159    15.1748   15.26       -2.40139  
54.16     15.1668   15.2679     -2.40139  
54.161    15.1588   15.2758     -2.40139  
54.162    15.1508   15.2836     -2.40139  
54.163    15.1428   15.2915     -2.40139  
54.164    15.1348   15.2994     -2.40139  
54.165    15.1268   15.3072     -2.40139  
54.166    15.1188   15.3151     -2.40139  
54.167    15.1107   15.3229     -2.40139  
54.168    15.1027   15.3308     -2.40139  
54.169    15.0947   15.3386     -2.40139  
54.17     15.0866   15.3464     -2.40139  
54.171    15.0785   15.3542     -2.40139  
54.172    15.0705   15.362      -2.40139  
54.173    15.0624   15.3698     -2.40139  
54.174    15.0543   15.3776     -2.40139  
54.175    15.0462   15.3853     -2.40139  
54.176    15.0381   15.3931     -2.40139  
54.177    15.03     15.4009     -2.40139  
54.178    15.0219   15.4086     -2.40139  
54.179    15.0137   15.4163     -2.40139  
54.18     15.0056   15.4241     -2.40139  
54.181    14.9975   15.4318     -2.40139  
